"Screen name","Full name",Location,Followers,Friends,Created,Tweets,"Last tweet",Bio,URL,"% tweets w/ URLs","% retweets in timeline","% tweets w @contacts","Social Authority","Follows @FIRDANIZA2","@FIRDANIZA2 follows"
Mamansupri1,"Mr Man",,"2,833","2,915","20 Apr 2019 00:29:10","8,319","03 Jul 2021 23:54:05","Oposisi, siapapn pmimpinnya (tdk amanah). No Cheby,porn,Judi,penista Islam(penista ulama)⛔Blocked. Islam lurus, hanya ikuti Al-Qur'an n sunnah. Salfol 3days",,18.7,22.7,77.3,58.7,,
Ndons_Back,"𝕿𝖍𝖊𝕹𝖉𝖔𝖓 🍀 ️️️️️️️️️",,"32,297","1,010","02 Aug 2020 16:02:05","21,446","05 Jul 2021 02:01:03","#OpChildSafety #DinvisibleWarriors",https://help.twitter.com/forms/cse,23.1,8,67.3,82,,
AndiArief_ID,AndiArief_ID,,"13,860",49,"04 Mar 2021 13:53:22",73,"17 Mar 2021 10:59:58",Bapilu,,79.5,5.5,6.8,61.5,,
WHO,"World Health Organization (WHO)","Geneva, Switzerland","9,517,151","1,738","23 Apr 2008 19:56:27","62,851","06 Jul 2021 17:01:48","We are the #UnitedNations’ health agency - #HealthForAll. ▶️ Always check our latest tweets on #COVID19 for updated advice/information.",http://www.who.int,75,24,12,89.1,,
zarazettirazr,"Zara 🐪","Brisbane, Queensland","317,396","12,732","25 Jun 2009 15:53:45","569,865","05 Jul 2021 11:44:37","❌ NO DM . Udah cape SERIUS soal Politiq. Eksportir Onta 🐪 dan tukang RT produk UMKM . Animal lovers & rescuers RSPCA.",,35.5,15,57,88.3,,
sae_nahdi,"SAE🌐",Indonesia,"1,978",593,"22 Dec 2009 12:21:40","15,205","25 Jun 2021 07:46:51",oposisi,,31.9,38.4,9.7,37.9,,
iinpalupi,"Endang Sri Palupi","Kelapa Gading Jakarta Utara",656,570,"23 Oct 2010 14:24:05","6,211","04 Jul 2021 10:50:57","Lecturer Univ Bina Sarana Informatika and Account Manager Mastersystem Infotama. Double jobs || Magister Ilmu Komputer",http://Mastersystem.co.id,0,0,0,34.1,,
INTERPOL_Cyber,INTERPOL_Cyber,GLOBAL,"88,738",533,"17 Oct 2011 13:25:03","2,284","03 Jul 2021 02:33:26","INTERPOL Global Cybercrime Programme aims to reduce the global impact of cybercrime and protect communities for a safer world. #WashYourCyberHands",https://www.interpol.int/Crimes/Cybercrime,34.5,65.5,0,65.2,,
Saveourc1ty,"Selamatkan IndONEsia",Indonesia,136,143,"23 Jul 2012 16:40:35","3,416","21 Jun 2014 11:26:29","BerSatu Untuk NKRI",,0,0,0,1,,
Enitia_dzalah,"enitia syerli",,943,"1,678","03 Jun 2013 09:40:51","2,792","27 Jan 2019 00:51:09","Nurse (*_*) I don't wanna lose you :*",,0,0,0,9.1,,
JenniferGrout3,"Jennifer Grout","Boston, MA","53,527",0,"14 Apr 2014 10:11:21",340,"20 Jun 2021 14:55:13","Professional Inquiries: jeangroutmusic@gmail.com",https://www.youtube.com/user/littlefig20,25.1,11.6,69.3,43.8,,
agusabah1980,AgusAbah,,"1,166","1,215","11 May 2015 15:36:28","62,481","06 Jul 2021 03:23:16","hidup dalam prinsip,,,,Yakin ama do'a dan kekuatan diri sendiri",,0,0,0,58.8,,
Os_alshuibi,"د. أسامه محمد الشعيبي","Riyadh, K.S.A (Great Kingdom)","24,221",18,"18 Sep 2016 04:13:05","6,153","03 Jul 2021 09:04:48","سابقا سفير خادم الحرمين الشريفين لدى إندونيسيا سابقا الملحق العسكري إندونيسيا-ماليزيا-سنغافورة Snapchat: uni2n1_2",https://instagram.com/os_alshuibi?igshid=1mqxvewzln5x7,13.5,40.5,48,64.1,,
Najwa_AlSaggaf,"Ibu Camat","Gubuk Bambu","33,198",456,"31 May 2018 21:07:52","31,623","18 Jun 2021 20:39:44","Sang Pendosa. RT belum tentu setuju.",,58.5,1.5,49.5,57.1,,
mahyeldi_sp,"Mahyeldi Ansharullah","Kota Padang, Sumatera Barat","5,223",28,"08 Oct 2019 05:15:25",235,"01 Jul 2021 16:12:07","Akun Resmi Gubernur Sumatera Barat 2021-2024 / Ketua DPW PKS 2020-2025 / ' 'Memimpin Untuk Melayani' | Unggahan Pribadi ditandai #MHYD",http://instagram.com/mahyeldisp,55,17,31,50,,
Mdy_Asmara1701,"Maudy Asmara","Jakarta Capital Region","47,171","1,455","04 Dec 2020 13:34:23","7,712","05 Jul 2021 11:40:44","Capricorn girl 💮🌺",,30.5,25.5,45,84.4,,
IsyahZahara2,"A'isyah Az-Zahara ( 爱莎 )","台北市, 台灣","2,876","1,128","24 May 2021 10:19:55","2,396","06 Jul 2021 10:12:17","Bls Dendam Terbaik Adalah menjadikan dirimu lebih Baik(Ali Bin Abi thalib) subscribe YouTube https://youtu.be/C47ce-ydTV4 follow @Gscsbersatu @AshellaAzZahra",http://biolinky.co/geraksedekahcirebonsejahtera,25,6.5,72.5,46.8,,
wikileaks,WikiLeaks,Everywhere,"5,499,425","7,491","04 Oct 2008 06:41:05","55,024","05 Jul 2021 12:33:25","Securely submit leaks: https://t.co/676V6mG02v PGP: A04C 5E09 ED02 B328 03EB 6116 93ED 732E Shop: @WikiLeaksShop Defend: https://t.co/vjSZXJDoI2",https://wikileaks.org,43.5,56,0,90.1,,
Billy_Rania,"❤️💕BIllyRaniaRaiaKay💕❤️","Qld, Australia","17,677","9,422","20 Aug 2009 13:06:09","43,312","06 Jul 2021 06:10:49","🐬❤️Sesungguhnya Allah bersama orang2 yg bertaqwa & orang2 yg berbuat kebaikan QS An -Nahl 16:128❤️🐬 🚫DM 🚫Porn 🚫Penista Ulama . Iqro 👉Akun CEWE",,65.5,4,85,69.1,,
Fahrihamzah,#FahriHamzah2021,Jakarta,"1,446,724","2,079","08 Mar 2010 04:11:22","73,845","05 Jul 2021 22:24:35","Indonesian Politician, 1998 Member of The Assembly (MPR), 2004-2014 The House (DPR), 2014-2019 Speaker of The House💡akun dipegang sendiri untuk silaturahim💡.",http://fahrihamzah.com,73.5,0,0,79.1,,
NovalAssegaf,"noval assegaf",disini,"15,283","6,585","28 Jan 2011 00:51:16","20,524","06 Jul 2021 13:25:32","Belum pernah aku berurusan dengan sesuatu yang lebih sulit daripada jiwaku sendiri, yang terkadang membantuku, dan terkadang menentangku. (al-Ghazali)",,35,1.5,69.5,84,,
Kunto_Drummer,"Kunto Hartono 🇲🇨","Kota Surabaya, East Java","24,756","3,264","20 Feb 2012 05:36:44","21,908","06 Jul 2021 16:30:41","Jika ALLAH SWT Berkehendak, KUN..Jadilah | #DrummerSakti ~ The Strongest Drummer In The World | +6281288529953 | #Drum4Palestine #Drum4Humanity | @drummersakti",http://www.kuntohartono.com,19,0,95.5,60.1,,
dokternov,Novita,"Jakarta Barat, Indonesia",462,465,"04 Jan 2013 14:18:30",142,"17 Sep 2018 03:17:43","M.Sc AAARM",http://line.me/ti/p/%40gkv2998i,0,0,0,1,,
dilah_Marlley,"kedem marlley",,19,88,"18 Aug 2013 05:19:19",12,"09 Aug 2014 22:57:05",,,0,0,0,1,,
karimahmad787,"Baret merah",BUKITTINGGI,106,144,"25 May 2014 14:15:19",184,"20 Apr 2019 17:13:46",true,,0,0,0,1,,
CIJ_ICJ,CIJ_ICJ,"The Hague, The Netherlands","87,357",71,"03 Nov 2015 18:00:17","1,462","02 Jul 2021 16:26:37","Compte officiel de la Cour internationale de Justice (CIJ, ONU) - Official account of the International Court of Justice (ICJ, UN)",http://www.icj-cij.org,99.5,0.5,0,62.9,,
AwwadSAlawwad,"عواد بن صالح العواد Awwad Alawwad","Kingdom of Saudi Arabia","185,338",60,"13 Apr 2017 03:02:02",650,"01 Jul 2021 17:38:42","رئيس هيئة حقوق الإنسان President of the Human Rights Commission رئيس مجلس إدارة @adaa Chairman of the Board of",,46,52,0.5,68.1,,
dr_koko28,"dr. Andi Khomeini Takdir","Menteng, Indonesia","177,106","5,303","17 Oct 2018 23:31:18","34,270","03 Jul 2021 12:41:43","I'm a MD. A food, book, travel lover. Dokter Seribu Pulau. Chairman JDN Indonesia. ADVIS. Gerakan Indonesia Sehat 5.0 #DokterAkalSehat.",https://t.me/joinchat/ioNK6kVO-4AyNDc1,26,2,63,84.5,,
ayahnyafaris_id,"𝓡𝓪𝓭𝓲𝓴𝓪𝓵𝓲𝓼 — 𝓡𝓸𝓶𝓪𝓷𝓽𝓲𝓼 ®","𝙳𝙺𝙸 𝙹𝚊𝚔𝚊𝚛𝚝𝚊","4,001",117,"17 Feb 2020 12:12:38","2,443","01 Jul 2021 15:21:46","𝐋𝐚𝐬𝐤𝐚𝐫 (ᵍᵃᵏ ᵖᵃᵏᵉ ᵏʰᵘˢᵘˢ) 𝐅𝐏𝐈",,58.3,6,33.8,57.1,,
PressSec,"Jen Psaki",,"1,709,934",321,"13 Jan 2021 01:45:57",240,"02 Jul 2021 18:27:08","WH Press Sec. Working mom of 2 small humans. Spends most days communicating about @POTUS' agenda & rebuilding trust with the American people.",http://whitehouse.gov,65.5,22.2,5.7,86.6,,
mrdonut,"Ed Ho",,"11,823","1,098","14 Jul 2006 21:52:41",112,"30 Jun 2021 19:49:39",#BlackLivesMatter,,51.4,2.9,66.7,39.5,,
NSWHealth,"NSW Health","NSW Australia","173,186",329,"18 May 2009 01:09:11","9,275","05 Jul 2021 04:30:01","Healthy People - now and in the future. Read our community guidelines before posting: https://www.health.nsw.gov.au/social/Pages/community-guidelines.aspx",http://www.health.nsw.gov.au,88.5,1.5,10,78.8,,
AlJazeera,"Al Jazeera PR",Worldwide,"591,274",28,"21 Sep 2009 16:26:16","14,033","02 Jul 2021 10:42:04","Behind the scenes updates from Al Jazeera's PR team. News about our news and programmes.",http://network.aljazeera.net,37,62.5,3.5,68.2,,
daarutauhiidBDG,"Daarut Tauhiid","Bandung, Indonesia","71,312",28,"03 Jul 2010 09:12:27","10,926","02 Jul 2021 10:47:33","Akun Resmi Pesantren Daarut Tauhiid || Jl.Gegerkalong Girang No. 67 Bandung 40154 Jawa Barat || Informasi: 0812 1813 1131 atau (022) 2007950",https://www.daaruttauhiid.org,97,1,0,50,,
Baztaq,#CumaNgetwit,,"1,253",320,"23 Jun 2011 02:40:28","12,238","28 Jun 2021 05:49:08",,,0,0,0,44.7,,
Ha2936,"حمود اللحيدان","حائل, المملكة العربية السعودية","1,838,110","1,565,381","27 Apr 2012 10:05:34","19,429","02 Jul 2021 19:51:29","يُحبك الناس بقدر محبتگ لهم ، و بقدر كرهك يكرهوك. .•( أذكروا الله )•. 💙🤍",http://www.al-jazirah.com.sa/,28.5,32,38,80.6,,
__Sridiana_3va,"dr Eva Sri Diana Chaniago",,"18,786","6,726","15 Apr 2013 23:59:03","11,007","27 Jun 2021 12:50:24","Tidak dapat berkata, karena keadillan kebenaran telah diperkosa hingga tak berdaya",,36,14.5,80,86.1,,
MelayuSejahtera,"Melayu Sejahtera","Tanah Pilih Pesako Betuah","2,386",591,"05 Feb 2014 15:30:59","77,309","06 Jul 2021 15:11:36","Esa Hilang Dua Terbilang, Takkan Melayu hilang dibumi Pengagum Sultan Thaha Syaifuddin Bumi Sepucuk Jambi IX Lurah",,43.5,18.5,40,61.5,,
andriharyanto51,"Andri haryanto",,68,179,"08 Nov 2014 14:13:29",6,"14 Dec 2014 01:40:50",,,0,0,0,1,,
ustadzkhalid,"Khalid Basalamah Official","Jakarta Timur, DKI Jakarta","72,950",0,"21 Mar 2016 15:01:51","3,337","03 Jul 2021 13:10:25","Khalid Zeed Abdullah Basalamah Lahir di Makassar, 01-Mei-1975",https://www.youtube.com/khalidbasalamah,100,0,0,56.6,,
RosElshinta,ReporterElshintaROS,,949,1,"10 Oct 2017 11:38:18",13,"17 May 2019 01:31:12",,,0,0,0,1,,
CepatResponJKT,"CRM Jakarta","Región de Yakarta, Indonesia","2,901",12,"18 May 2019 14:01:57",335,"26 Apr 2021 11:48:09","Cepat Respon Masyarakat Jakarta",,34.5,65.5,2.5,38.1,,
recehanrezim,@Recehanrezim,,611,728,"09 Aug 2020 03:21:02","11,613","03 Jul 2021 13:33:20","Easy going",,0,0,0,46.3,,
_QiraniAyara_,Qirani,,"3,297","1,057","25 Mar 2021 13:27:40",598,"06 Jun 2021 08:06:01","Melihat dari sudut ini...",,7,3,92.5,39.8,,
MohArifWidarto,.,Indonesia,"4,549","1,808","24 Apr 2008 06:49:51","184,514","06 Jul 2021 01:47:29","bicara apa adanya, RT tidak berarti setuju",,9,79.9,11.6,45.6,,
AP,"The Associated Press",Global,"15,190,833","6,874","26 Jun 2009 21:48:52","294,277","06 Jul 2021 21:04:52","News from The Associated Press, and a taste of the great journalism produced by AP members and customers.",https://apnews.com/,64,35,0.5,94,,
IndraJPiliang,"#TerataiAIRLANGGA🕊️🕊️","Bumi Aksara, Semesta Selatan ☯","269,034","1,981","02 Jan 2010 06:32:36","228,832","30 Jun 2021 15:31:14","Pengintai Malam ⚛ Penyair Gelap💦Penyenandung Gerimis 💢Ketua Umum Perhimpunan Sang Gerilyawan Nusantara 2018 - 2022....",http://www.ogerilya.com,63.3,31.2,2,58.2,,
ibrohabibi,"Nur HABIBI (Rayn ravindra alfariq)",,"1,061","1,549","26 Oct 2010 11:14:55","1,148","24 Jun 2021 05:37:03","berusaha istiqomah dalam memperbaiki diri...meraih kesuksesan duniawi utk menggapai akhirat",,0,0,0,35.2,,
ustad_alhabsyi,"AHMAD ALHABSYI","Jakarta Capital Region","395,201",43,"06 Dec 2011 06:18:04","10,585","18 May 2021 12:23:12","jadilah yang MUDA yang BERAGAMA, yang MUDA yang BERKARYA, yang MUDA yang BERAKHLAK KARIMAH. IG: @ahmadalhabsyi_real",http://www.alhabsyitravel.net,90.5,0,3,59.6,,
SumardiEvulae,"Sumardi Evulae Atjeh","Simeulue, Nangro Aceh Darussal","11,601","5,381","11 Aug 2012 22:09:30","27,963","05 Jul 2021 17:40:53","》Ketua DPP KNPI 》Ketum FORMASI 》Kader Ummat & Anak Bangsa, Yakusa 》Twit Pendapat Pribadi",https://youtube.com/c/SumardiEvulaeAtjeh,40,54.5,4.5,51.6,,
BPJSKesehatanRI,"BPJS Kesehatan RI",Indonesia,"223,434",64,"16 Jun 2013 14:23:03","261,262","06 Jul 2021 07:53:23","Akun resmi BPJS Kesehatan Republik Indonesia. Pengaduan dan Informasi dapat hubungi Care Center BPJS Kesehatan 1500400 (24 Jam)",http://www.bpjs-kesehatan.go.id,73.5,0,97.5,79.6,,
PeduliFakta,"Negri Penuh Jongos",,376,53,"18 Apr 2014 15:14:39","3,727","21 Feb 2018 17:03:20","Mampir ya di Blog.",http://WWW.PEDULIFAKTA.BLOGSPOT.COM,0,0,0,8.2,,
riyadh_kbri,"Indonesia in Riyadh","Riyadh-Kingdom of Saudi Arabia","4,430",272,"27 May 2015 13:20:26","3,435","01 Jul 2021 07:50:35","Official Account of the Indonesian Embassy in Riyadh / Indonesian Permanent Representative to the OIC سفارة جمهورية إندونيسيا بالرياض",http://www.kemlu.go.id/riyadh,75.5,20.5,6,48.9,,
humas_akpol,humas_akpol,"Kota Semarang, Jawa Tengah",592,5,"22 Sep 2016 01:35:21",274,"21 Jan 2021 10:59:56","Akun twitter resmi akademi kepolisian instagram : @humas_akpol website : https://t.co/3vTwmMB59C",https://www.youtube.com/channel/UCSr_8bsnvPfKlEc4UX7WFyQ,0,0,0,2.8,,
ekowboy2,"🄴🄺🄾 🅆🄸🄳🄾🄳🄾",,"55,583",934,"13 Jun 2018 09:17:15",717,"01 Jul 2021 07:50:39","JUBIR NURANI 📢 | kritik seperti kopi meski pahit masih bisa dinikmati | IG: @ekowboys",,95,3,0.5,75.9,,
Dokter_tasawur,#IbHRSsimbolperlawananumatislamindonesia,,124,194,"13 Oct 2019 10:23:46","7,836","05 Jul 2021 01:31:06","Mencoba mengobati tasawur yang sakit yang menyembuhkanny Allah azzawajallah 😊😊😊",,0,0,0,40.7,,
NengRiv4,"Riva_AyaAyaNaon❤️","legok hangseur","8,574","8,197","19 Dec 2020 03:55:47","3,183","03 Jul 2021 13:25:43","full follback cuali kodok bebek lgbt🤭 kalo lagi aktif pasti di follback",,10.1,35.7,52.3,65.2,,
One1Read,"ReadOne1 ⭐⭐⭐","Kota Surabaya, Jawa Timur","1,839","2,160","05 Jun 2021 03:22:14","2,996","05 Jul 2021 08:42:16","Katakan Kebenaran dengan tegak, walau berdiri sendirian, Hanya Takut kepada Allah dan Orang Tua.",,0,0,0,48.9,,
delbius,"Del Harvey","San Francisco","274,864",812,"23 Oct 2008 23:40:45","26,306","22 May 2021 18:52:36","VP, Twitter Trust & Safety; personal account. These views are mine (but could also be yours).",,41.2,14.6,72.4,57.9,,
RTErdogan,"Recep Tayyip Erdoğan","Ankara, Turkey","17,908,679",102,"23 Aug 2009 01:13:44","7,721","03 Jul 2021 13:59:00","Türkiye Cumhurbaşkanı ve AK Parti Genel Başkanı - President of Turkey and AK Party Chairman",http://t.me/RTErdogan,81.5,17.5,0,94.4,,
ZAEffendy,#KataNalar,"South East Asia","79,129","1,102","05 Apr 2010 08:34:40","132,640","04 Jul 2021 12:39:50","* Messenger of Humanity * Global Citizen *",,30,54,17.5,80.7,,
KhofifahIP,"Khofifah Indar Parawansa","Jakarta Indonesia","548,230",27,"17 Feb 2011 05:58:42","2,877","16 Jun 2021 10:31:36","Setiap yang hidup harus siap berjuang. Setiap perjuangan itu butuh pengorbanan, dan setiap pengorbanan besar pahalanya.",,86.5,0,0,62.5,,
Ratuiklan_tweet,"JUAL AKUN SIAP PAKAI",,"15,372","14,376","20 Feb 2012 16:22:22",340,"04 Apr 2015 14:19:15","MENERIMA JASA TAMBAH FOLLOWERS TWITTER DAN PENGIKLANAN PRODUK KE RIBUAN FOLLOWERS INDONESIA VIA TWITTER 0857-8978-7040 ONLINE VIA LINE,WHATSAPP,WECHAT,KAKAO ETC",http://www.isifollowers.com,36.4,3.5,36.4,14.3,,
KingSalman,"سلمان بن عبدالعزيز","المملكة العربية السعودية","9,171,343",0,"09 Jan 2013 05:41:34",342,"13 May 2021 05:46:27","الحساب الرسمي لخادم الحرمين الشريفين الملك سلمان بن عبدالعزيز آل سعود، ملك المملكة العربية السعودية",,78,0,0,86.2,,
andi_fitrand,"andi fitrand",INDONESIA,62,239,"27 Aug 2013 13:52:35",507,"17 Sep 2015 13:53:56",,http://www.inter.it,0,0,0,1,,
vony_yunita,"앞머리","Heroo✗",234,791,"05 Jun 2014 05:56:46","1,719","23 May 2015 09:31:33","Koplo Fam's || STEP by STEP~~",http://Leonel.Messi.co.id,0,0,0,1,,
mamansukirman16,"maman sukirman",,13,116,"03 Nov 2015 14:41:59",0,"01 Jan 1970 00:00:00",,,0,0,0,1,,
jansen_jsp,"Jansen Sitindaon","Kritik Kebijakan Bukan Pribadi","242,961","3,818","25 Apr 2017 18:13:08","8,293","03 Jul 2021 14:30:52","Wasekjend @PDemokrat • FH UNAIR & UI • Kata Ibuku: jika kau masih berpolitik setialah ikut pak SBY• Loyalis @SBYudhoyono• RT & Like belum tentu krn sependapat•",https://www.instagram.com/jansensitindaon,52.5,6,51.5,78.7,,
0m_Brewoks,______________________,"Al Jahra, Kuwait","14,314","6,368","22 Oct 2018 03:38:11","11,112","03 Jul 2021 12:42:06","IG: @om_Brewoks1",,5,89.5,5,55.6,,
its_Arthur19,"𝐁eckman",Jakarta,"7,334","6,435","18 Mar 2020 03:19:50","27,234","06 Jul 2021 12:46:06","¶∆¶_𝐁ee",,36.9,24.2,74.2,59.5,,
SecondGentleman,"Douglas Emhoff",,"1,583,706",6,"13 Jan 2021 02:29:37",147,"03 Jul 2021 02:45:56","Second Gentleman of the United States. Devoted dad. Proud husband to @VP Kamala Harris.",http://www.whitehouse.gov,64.4,33.3,0.8,85,,
Twitter,Twitter,everywhere,"59,314,638",1,"20 Feb 2007 14:35:54","14,618","01 Jul 2021 18:05:38","what’s happening?!",https://about.twitter.com/,6,3.5,82.9,96.8,,
hazpohan,"Haz Pohan","Cikini, Jakarta Pusat","13,732","1,547","01 Jun 2009 14:36:02","109,232","04 Jul 2021 06:15:48","senior adviser/lawyer, lecturer, reporter",http://www.hazpohan.com,19,81,0,46.7,,
AnnisaPohan,"Annisa Pohan","Jakarta, Indonesia","489,748",207,"02 Oct 2009 22:16:46","7,135","03 Jul 2021 16:25:34","Co-Founder of @_Tunggadewi_ Foundation , UNPAD Alumna, MM-University of Indonesia Alumna & I'm YOUR friend! (Instagram @annisayudhoyono)",http://www.tunggadewifoundation.org,12.1,85.9,2.5,71.4,,
dusrimulya,"Young Lawyer",Jakarta,"26,511","1,247","09 Jul 2010 18:48:36","139,792","06 Jul 2021 09:31:03","Advokat PERADI || Legal Consultant || Sarjana Hukum Tata Negara || Pemuda Minang || #MuslimCerdas || #IndonesiaTanpaJIL",,30,6.5,62,64.4,,
wingedelweiss,"w i n g",Earth,301,289,"01 Jul 2011 04:03:54","5,803","10 Jun 2021 03:38:51","Its all about adventure | Victoria Concordia Crescit | Victory Through Harmony | Kemenangan Berawal dari Keharmonisan #COYG #CatLovers",http://rededewlweiss.blogspot.com,0,0,0,28.8,,
EVALockheart,"Pamela Landy","In Your Heart","16,550","1,368","10 May 2012 12:19:40","120,403","04 Jun 2021 17:06:34","May I put my head on your shoulder? ❤ ketika masuk angin menyadarkanku betapa berartinya kamuh ❤",,32.1,40.3,24,53.6,,
TitiekSoeharto,"Titiek Soeharto",Jakarta,"246,629","1,019","22 Apr 2013 13:46:17","12,743","24 Apr 2020 07:24:47","Akun resmi Siti Hediati Soeharto, Putri ke 2 Jenderal Besar HM Soeharto (Presiden ke-2 RI), Ketua Dewan Pertimbangan Partai Berkarya, Ketua YSRI",http://TitiekSoeharto.com,92.8,4.6,2.6,64.3,,
NiinaaPEA,"¬ G D¬¯ S ¯3 Nilam","Twitter on facebook",136,"1,151","19 Feb 2014 09:44:14",596,"23 Jun 2014 12:00:36",". AD M . Anak didikan mamah",,0,0,0,1,,
AHMADDHANI_ID,"Dhani Ahmad Prasetyo","Jakarta Selatan","4,573",146,"28 Nov 2014 10:15:59",256,"17 May 2015 12:53:47","Politik adalah seni melihat masalah",http://www.ahmaddhaniprasetyo.com,18.8,19.8,0,32.8,,
IrmanputraSidin,Irmanputra_Sidin,"Jakarta Pusat, DKI Jakarta","116,023",4,"22 Mar 2016 08:58:20",568,"25 Jun 2021 06:06:47","Lawyer, Instagram @irmanputra_sidin, Youtube UUDTV /irmanputra sidin official",http://sidinconstitution.co.id,61.8,37.2,0,67.9,,
dinkesJKT,"Dinas Kesehatan Provinsi DKI Jakarta","Jakarta Capital Region","12,902",41,"18 Dec 2017 00:53:51","1,337","03 Jul 2021 11:09:46","instagram : https://t.co/PpZfvkz5h8 facebook : https://t.co/m5F0G4Sfar Twitter : https://t.co/zr7ARtT6FP Email : dinkes@jakarta.go.id",http://dinkes.jakarta.go.id,98,0.5,1.5,49.4,,
bundaysr,"FATHUM1☝️",Aceh,871,735,"25 May 2019 00:51:08","3,436","06 Jul 2021 14:06:30","Woman إِنَّ مَعَ الْعُسْرِ يُسْرًا",,0,0,0,48,,
woqie2,WO-QIE,,"2,032","2,648","31 Mar 2021 05:37:50","1,256","03 Jul 2021 02:48:12","REZIM JAHANAM #ANTI 🐷🐸👊👊 ANY INFO PORN N CEBBY KICK N BLOCKED",,0,0,0,43.3,,
hrw,"Human Rights Watch",,"4,718,898","21,005","08 May 2008 13:42:20","116,095","06 Jul 2021 19:04:06","Exposing #HumanRights abuses around the world. Join us to help end them! Staff: https://t.co/5K1Yz7Fa9P Instagram: https://t.co/fEBILoNRSv",http://www.hrw.org,34.5,65.5,0,87.9,,
TitiRusdi,"t i t i",Jakarta,"11,413",913,"25 Jul 2009 13:59:34","63,411","03 Jul 2021 12:28:19","@7Langit, @SpeedLab, #dapurwongkito, @BPPHipmi, REPNAS, AB+, beach lover, prefer lily than roses, taken.",http://7Langit.com,23,0,67.5,58.3,,
pchrgaza,"Palestinian Centre for Human Rights - PCHR","Gaza City, oPt","18,454",718,"05 Jan 2010 08:42:59","3,179","02 Jul 2021 18:10:31","PCHR is a Gaza-based NGO dedicated to protecting human rights in the occupied Palestinian territory.",http://www.pchrgaza.org,98,2,0,54.9,,
