"Screen name","Full name",Location,Followers,Friends,Created,Tweets,"Last tweet",Bio,URL,"% tweets w/ URLs","% retweets in timeline","% tweets w @contacts","Social Authority","Follows @FIRDANIZA2","@FIRDANIZA2 follows"
flightradar24,Flightradar24,"Stockholm, Sweden","713,637",599,"17 Apr 2010 18:27:21","44,539","03 Jul 2021 01:20:04","Track air traffic in real time from all around the world! Apps: https://t.co/AnZhJUIrBg | FAQ: https://t.co/WkTgAaePHs | Support: https://t.co/BomORktp7R",http://www.flightradar24.com/,67.5,12.5,56,84.6,,
atamerica,@america,"Pacific Place Mall, Jakarta","99,385",564,"30 Jun 2010 23:54:34","65,767","02 Jul 2021 09:00:01","The official @atamerica Twitter. Follow us to learn more about our programs, American culture and the United States.",http://www.atamerica.or.id,89.5,8,4,54.2,,
rockygerung,"Rocky G","404 Not Found","1,228,811",0,"15 Sep 2010 04:59:06","30,183","17 Oct 2019 12:51:56","404 Not Found",,17.9,16.3,25,76.8,,
KRMTRoySuryo,"KRMT Roy Suryo",,"99,596","1,293","12 Dec 2010 19:08:16","16,568","20 Oct 2016 09:15:41","Akun Resmi Menpora Ke-11 RI (2013-14) KRMT Roy Suryo Notodiprojo. Saat ini selaku Pemerhati TI, Multimedia, Pemuda & OR Twit diketik sendiri, Tanpa Staf Twitter",,51.4,45.4,1.6,51.3,,
forumpramugari,"Forum Pramugari",Indonesia,"26,215",120,"15 Mar 2011 03:53:07","7,431","01 Mar 2021 04:37:37","A forum for Indonesian cabin crews and wannabes. Founded on March 9, 2011 and remained the trusted FA source ever since :)",http://forumpramugari.com/,85.2,9.5,5.8,35.4,,
officialJKT48,JKT48,jakarta,"4,417,781",290,"09 Aug 2011 11:36:38","20,407","02 Jul 2021 09:06:06","JKT48 is AKB48's first overseas sister group. Instagram: jkt48",http://www.jkt48.com,97.5,2,0,84.7,,
smartfm_mks,"Smartfm Makassar","Kota Makassar, Sulawesi Selata","3,382",531,"02 Feb 2012 08:01:11","39,291","02 Jul 2021 08:33:38","Part of KG Radio Network https://t.co/Culhuv8TDp https://t.co/aMJt7llufT",http://www.sonora.id/,100,0,0,49.2,,
ToLussa_,OrangGalaunyaMakassar,"DI MASALALU MANTAN","45,809","7,174","17 Aug 2012 07:43:03","19,023","25 Jul 2019 03:29:02","Follow Instagram (at)tolussa | Milikima' sepenuh Hati, kukasi Bahagiaki Sampai Mati! 😘😘😘",http://instagram.com/ToLussa,3.5,0,0,41.5,,
BaselAbuwarda,"DrBasel Abuwarda🇵🇸",Doctor.Bassel@hotmail.com,"48,799",543,"25 Jun 2013 23:59:20","9,918","25 Jun 2021 12:32:35","Palestinian Dr, @MBCHope award winner for humanitarian and doing good projects , founder of @savegazaps, Human rights activist , Ex President IFMSA-GAZA",http://www.drbassel.de,50.8,38.2,11.6,77.3,,
INAinDarwin,"Indonesian Consulate Darwin","20 Harry Chan Avenue, Darwin NT","3,786","1,251","24 Dec 2014 05:17:50","10,315","02 Jul 2021 08:41:26","Akun Resmi Konsulat Republik Indonesia di Darwin, NT, Australia Official Account of Consulate of the Republic of Indonesia in Darwin, NT, Australia",http://www.kemlu.go.id/darwin,94,6,2.5,54,,
lagiviral_tweet,"Lagi Viral",,33,1,"16 Feb 2021 06:39:59",1,"28 Feb 2021 00:49:01",,,0,0,0,1,,
Newsweek,Newsweek,"New York, NY","3,436,383",531,"29 Mar 2007 19:51:11","272,332","03 Jul 2021 14:01:15","The freedom to disagree.",http://www.newsweek.com,99.5,0.5,0,86.6,,
NajibRazak,"Mohd Najib Tun Razak",Malaysia,"4,285,496",162,"21 Sep 2008 09:43:59","14,187","22 Jun 2021 06:37:54","🇲🇾",http://najibrazak.com/,87.9,7,9,81.6,,
ChelseaFC,"Chelsea FC","London, England","17,243,158",280,"05 Mar 2009 11:54:25","102,934","02 Jul 2021 10:00:19","⚽ Welcome to the official Twitter account of Chelsea Football Club. 📲 Download our app, the 5th Stand!",http://bit.ly/CFCSocialPolicy,60.5,5,6.5,97.1,,
alimganteng,AlimGagak,"Makassar, Indonesia",123,261,"05 May 2009 17:21:56",163,"15 Jun 2021 05:18:02",,,0,0,0,4.3,,
Indonesia_Pedia,"Indonesia Pedia",Indonesia,"70,245",405,"18 Jun 2009 14:08:09","14,209","03 Jul 2021 01:08:24","Akun Ini di Sumbangkan Untuk Keperluan Anak Yatim.",,87.5,8.5,16.5,71.8,,
UtdIndonesia,"United Indonesia",Indonesia,"1,190,459",385,"02 Aug 2009 03:54:13","54,274","01 Jul 2021 14:46:27","Official Twitter of United Indonesia (Manchester United Indonesia Supporters Club) | Contact: info@unitedindonesia.org",http://www.unitedindonesia.org,85.5,11.5,1,63.5,,
MilanistiOrId,"Milanisti Indonesia",Indonesia,"158,137",353,"17 Sep 2009 13:41:19","110,996","28 Jun 2021 11:51:45","La Comunita' dei Tifosi Milan In Indonesia. Info Membership : https://t.co/IRXd4vCzrN Follow Instagram kami : Milanistiorid",http://milanisti.or.id,11,80,1,73.4,,
dolcegabbana,"Dolce & Gabbana","Milan, Italy","5,310,272",407,"28 Oct 2009 08:34:03","19,458","01 Jul 2021 20:00:01",,http://www.dolcegabbana.com/,100,0,11,76.5,,
ScuderiaFerrari,"Scuderia Ferrari","Maranello - Italy","3,113,396",49,"25 Jan 2010 09:43:14","56,772","02 Jul 2021 10:43:54","Scuderia Ferrari - The Official Page",http://www.ferrarif1.com,49,2,40.5,89.1,,
tribunpsm,tribunpsm,Makassar,172,49,"13 Mar 2010 14:17:00","11,057","10 May 2013 02:54:49","Tribun Timur Makassar http://t.co/FIuWakc53A m.tribun-timur http://t.co/QlTblHom5C",http://www.tribun-timur.com,0,0,0,1,,
PEDOMAN_id,PEDOMAN.CO,"DKI Jakarta - Indonesia","58,782","9,180","10 May 2010 08:35:53","86,999","03 Jul 2021 06:27:27","https://t.co/TOobrdTPJ6 is a National and Global Website/Online #CRITICALandSMART #KritisdanCerdas I IG: Pedoman_id FB: Pedoman",http://www.pedoman.co,81,18.5,4,65.2,,
emilsalim2010,"Emil Salim","Jakarta, Indonesia","85,204",167,"07 Aug 2010 17:16:42","5,465","04 Jul 2021 11:49:48","Emil Salim: Economic Professor Emeritus University of Indonesia, Founder of Indonesian Biodiversity Foundation, Environmentalist, Sustainable Dev. Student",https://youtube.com/channel/UCLvyxchYAXhTkEUyrAtfaBg,97,1,2.5,72,,
mandirifiesta,"mandiri fiesta",Jakarta,"314,044","1,604","14 Oct 2010 14:47:47","319,307","05 Jul 2021 12:00:18","Bank Mandiri adalah peserta penjaminan LPS yg terdaftar & diawasi oleh Otoritas Jasa Keuangan. Layanan contact center 24/7 Hub 14000 & Verified Socmed",https://fiestapoin.bankmandiri.co.id/,42.5,0,83,62.7,,
samsungID,"Samsung Indonesia","Jakarta, Indonesia","2,221,250",4,"12 Jan 2011 11:16:28","91,053","04 Jul 2021 03:50:24","Meet the new Galaxy A Series A32 A52 A72, the awesome all-rounder for the now generation.",http://linktr.ee/samsungindonesia,63.5,0,90.5,81,,
Yusuf_Mansur,"Yusuf Mansur","Jakarta Capital Region","2,997,583",0,"27 May 2011 00:58:34","2,850","04 Jul 2021 12:45:00","Teacher. Digital/Social Entrepreneur. Paytren.",http://www.yusufmansur.com,98.5,0,0,73.8,,
BKNgoid,#ASNKiniBeda,"Jakarta, Indonesia","878,355",196,"19 Oct 2011 04:47:15","24,748","04 Jul 2021 07:21:55","Akun resmi Badan Kepegawaian Negara RI | 021-80882815 | humas@bkn.go.id | FB Page: @BKNgoid | Instagram: BKNgoidofficial | Youtube: Youtube/c/BKNgoidofficial",http://www.bkn.go.id,96,0,3.5,77.9,,
Edhie_Baskoro,"| iBas Yudhoyono |","Griya 24, Indonesia","675,744",576,"30 Apr 2012 09:01:31","4,782","30 Jun 2021 03:09:46","EBY|iBas|Partai Demokrat|~❤️Airlangga Satriadhi Yudhoyono ~ Pancasakti Maharajasa Yudhoyono ~ Gayatri Idalia Yudhoyono ❤️~ there's No Black & White in the Blue",http://edhiebaskoro.com,97.5,2.5,0,67.8,,
FatinSL,"Fatin Shidqia Lubis",Jakarta,"3,021,802","4,387","24 Nov 2012 10:12:18","10,421","01 Jul 2021 12:17:56","I love kawaii stuffs! 🥺 Sony Music Indonesia. Contact person: Miing 085719287099",https://m.youtube.com/watch?feature=youtu.be&v=8qvN71oFvfg,7,2,65.5,68.8,,
ryamizard_r,"Ryamizard Ryacudu",Jakarta,"106,165",156,"15 Apr 2014 15:53:13",269,"05 Jun 2019 16:39:46",,,18,15.9,2.6,42.6,,
tribuntoraja,"Tribun Toraja",,"1,159","1,049","14 Jan 2016 13:22:02","4,071","30 May 2018 16:10:42","AKUN resmi https://t.co/40PBegOH8v yang dikelola Tribun Timur dan TRIBUNnews.",,0,0,0,4,,
bbc_id,"BBC Indonesia","News, Berita, WWW, Indonesia","18,958",0,"01 Sep 2007 10:40:29","7,918","30 Nov 2009 12:45:47","http://t.co/g2GmwvCbet| Berita Dunia | Twittered by Kai | http://t.co/eB4m2N2k3S | http://t.co/1NUSq1eAxC | http://t.co/rRVD5y55X5",http://www.bbcindonesia.com/,100,0,0,18.8,,
ulil,"Ulil Abshar-Abdalla",Jakarta,"788,405","7,471","24 Dec 2008 16:04:51","143,056","03 Jul 2021 09:32:07","Muslim scholar. I grew up in Ash'ari, Shafi'i, sufi, and traditional Islamic milieu. Now, I move beyond madzhabic boundaries. Boston University alumni.",http://islamlib.com,37,8.5,57.5,80.1,,
kuliner,Kuliner,Indonesia,"34,061",255,"25 Mar 2009 07:11:20",773,"11 Jul 2013 15:33:24","Mari berbagi dan bangga pada dunia Kuliner Indonesia.",http://kuliner.org,28.5,18.1,6.7,13.6,,
andienaisyah,andienaisyah,"Jakarta Capital Region","609,590",665,"24 May 2009 03:47:02","30,901","02 Jul 2021 05:56:25","Andien Management: +62 8118442706 | info@andienaisyah.com",https://linktr.ee/AndienAisyah,45.2,17.6,18.6,57.5,,
n_izzah,"Nurul Izzah Anwar 🇲🇾 🌺","Kuala Lumpur, Malaysia","1,293,583",609,"01 Jul 2009 01:08:23","52,564","03 Jul 2021 12:12:20","M.P. of Permatang Pauh. Proud & busy mom of busy bees: Safiyah and Harith. Intent on making the most of this lifetime.",http://www.nurulizzah.com,12.5,87.5,0.5,78.1,,
dr_tompi,"dr tompi spBP","Jakarta Capital Region","1,128,917",212,"24 Aug 2009 10:15:47","26,597","02 Jul 2021 09:41:55","plastic surgery // klinik beyoutiful jl pakubuwono 6 no 5a telp 021 7211025",,36,12.5,45,81.2,,
DP_dannypomanto,"Danny Pomanto","Kota Makassar","19,057","2,235","02 Oct 2009 02:02:52","1,791","01 Jul 2021 12:30:05","Walikota Makassar",,13.6,65.7,14.1,46.1,,
apriliokevin,"Kevin Aprilio",Indonesia,"3,911,603",41,"27 Nov 2009 05:10:04",308,"20 Jun 2021 05:35:40","#Vierratale #KevinandtheRedRose ig: https://t.co/WvUL5PoTwU",http://Instagram.com/kevinaprilio,0,88.2,5.9,85.2,,
yennywahid,"Yenny Zannuba Wahid",,"229,078",228,"03 Feb 2010 15:02:09","2,499","19 Jun 2021 12:33:02","bojone wong Meduro, Mom of 3 little princesses. A connector. Trying to be a voice for the voiceless, and trying to empower the powerless.",http://www.wahidinstitute.org,74.9,16.6,2.5,67.1,,
melly_goeslaw,"melly goeslaw","ÜT: -6.2931,106.71822","2,419,696",250,"05 Apr 2010 07:33:49","28,451","19 Apr 2021 02:25:53","manager contact ; uwa Rudi 0811816911 , Instagram melly_goeslaw",http://www.facebook.com/mellyanagoeslaw,95,4,1,58.1,,
Tribun_Manado,"Tribun Manado","Jl AA Maramis Kairagi 2","78,846","1,342","04 Jun 2010 01:35:43","216,123","02 Jul 2021 09:54:33","Official Twitter of TRIBUN Manado | Berita Terkini Seputar Sulawesi Utara #matalokalmenjangkauindonesia",http://www.tribunmanado.co.id,100,0,0,36.2,,
PriyoBudiS,PBS,INDONESIA,"200,240",528,"28 Aug 2010 14:13:41","64,389","03 Jul 2021 11:42:52","Direktur Studi Demokrasi & Konstitusi (Studes), Waketum ICMI, Wk Ketua DPR-RI 2009-2014, Ketua Umum Lembaga KarateDo Indonesia 2010-2015",,0,100,0,86.4,,
nu_online,"NU Online",Indonesia,"697,487",478,"12 Nov 2010 09:19:07","225,198","03 Jul 2021 14:04:03","Official Website of Nahdlatul Ulama | email: redaksi@nu.or.id | https://t.co/7Pk5tOZ0fB | Instagram: @nuonline_id",http://www.nu.or.id,99,1,0,82.2,,
iradiomakassar,"I-Radio Makassar",Makassar,"114,059",571,"15 Feb 2011 03:42:27","275,952","02 Jul 2021 02:40:39","#AyoDengarIRADIO 96.0 FM | SMS Request/WA 081808960960 | On Air 04113650380 | Wajib Follow IG @iradiomakassar | I-Nakke, I-Katte, I-Radio | 100% Musik Indonesia",http://www.iradiofm.com,50.5,27,1.5,54.2,,
ilhamarsyam,"ilham arsyam","Makassar, Indonesia",272,289,"18 Jul 2011 16:50:09","1,108","06 May 2020 20:07:32","wartawan Tribun Timur",http://ilham-moehammad.blogspot.com/,0,0,0,1,,
wahidahsuaib,"Wahidah SR Wittoeng","Jakarta, Indonesia","1,881",335,"13 Dec 2011 07:56:06","8,092","26 Jun 2021 23:14:56","#CalonJenazah #PurpleLover | memimpikan #PemiluJurdil #KesetaraanGender #IndonesiaTanpaKorupsi | SM stan: Taemin, SHINee, SuJu, SuperM",,0,0,0,50.7,,
tentangmugari,"Tentang Pramugari","Jakarta, Indonesia","26,623",492,"11 Jul 2012 07:45:44","26,235","01 Jul 2021 18:32:57","Sharing Tips, Knowledge and Opportunity for Flight Attendant | Email: seminar.fa@live.com",,23,25.7,28.3,41.1,,
IDFreeport,"Freeport Indonesia",Indonesia,"55,214",126,"11 Apr 2013 10:12:09","12,858","01 Jul 2021 11:31:39","Harap berhati-hati dengan informasi palsu mengenai lowongan kerja di Freeport Indonesia. Informasi lengkap dapat diakses melalui website resmi kami.",http://www.ptfi.co.id,74.5,0,23,54.6,,
WikiDPR,JejakParlemen.id,,"35,011",651,"05 Aug 2014 09:05:27","82,097","30 Jun 2021 07:46:26","Simak Profil Wakil Rakyatmu di https://t.co/e9BE1rBF62",http://JejakParlemen.id,98.5,0,1,40.7,,
tribunpinrang,"Tribun Pinrang",,144,209,"01 Jul 2016 08:27:35","1,150","23 Feb 2018 04:17:25",,,0,0,0,1,,
BBCWorld,"BBC News (World)","London, UK","32,208,635",18,"01 Feb 2007 07:44:29","329,732","03 Jul 2021 14:04:43","News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport",http://www.bbc.com/news,82,18,0,92.8,,
nycjim,"Jim Roberts","iPhone: 40.751663,-73.989670","213,080","2,527","29 May 2008 03:01:14","133,500","02 Jul 2021 11:56:00","Full-time student of the news & long-time follower of the Grateful Dead. Publisher/CSO @the74. Priors: Cheddar, Mashable, NYT. Listen to the thunder shout.",,60,37.5,2,83.7,,
ariannahuff,"Arianna Huffington",,"2,833,767","2,777","26 Feb 2009 06:25:41","46,188","01 Jul 2021 21:32:24","Mother. Sister. @HuffPost Founder. Founder & CEO of @Thrive Global whose mission is to end the stress and burnout epidemic. https://t.co/XBvEJVjxA0",https://thriveglobal.com/arianna-huffington-newsletter/,78,22,0,72.8,,
TungDW,"Tung Desem Waringin","tungdw@dahsyat.com. 0215476677","1,890,365",606,"11 Apr 2009 14:54:11","21,078","29 Jun 2021 11:52:24","Disebut Mjl SWA sbg One of The Most Powerful People & Idea in Business di Indonesia. Bijaksana, Sehat, Keluarga Harmonis, Kaya Raya & Ceria!",http://www.dahsyat.com,100,0,0,36.7,,
SocialMediaOrg,SocialMedia.org,"Austin, TX","60,341","4,168","02 Jun 2009 19:11:25","8,149","04 Feb 2021 17:19:57","We're the community for social media leaders at the world's greatest brands.",http://socialmedia.org/community/,68.5,27.5,5.5,29.1,,
chaeranyuti,"Chaerany Putri","Jakarta, Indonesia","6,677",646,"17 Jul 2009 08:55:50","13,556","08 Oct 2020 13:08:04","life aficionado",http://www.gerakcepat.com,30.5,61,4.3,13.9,,
iai_architect,"IAI Nasional",Indonesia,"22,190",10,"03 Sep 2009 09:29:56","1,385","08 Dec 2020 17:36:42","Akun resmi Ikatan Arsitek Indonesia (Indonesian Institute of Architects)",http://www.iai.or.id,57.5,41,4.5,27.4,,
hadjdjini,mishbah-hadjdjini,"Makassar, Indonesia",182,254,"12 Oct 2009 16:02:02",195,"01 Jan 1970 00:00:00","Fans Chelsea FC",http://thenewsulsel.com,0,0,0,11.6,,
juliaperrez,juliaperez,"INDONESIA (JAKARTA)","5,028,276","1,371","30 Dec 2009 18:28:03","88,658","26 Oct 2018 12:40:30","⭐️ Actress ⭐️ Singer ⭐️ Entertainer ⭐️ FDJ ⭐️ HOST..my management at: Whatsapp / SMS : +6281290900971 info@julia-perez.com",http://www.julia-perez.com,80.9,12.6,1.5,49.4,,
YamahaMotoGP,"Monster Energy Yamaha MotoGP",,"595,316",111,"25 Feb 2010 04:34:19","9,787","28 Jun 2021 07:13:39","Official Twitter for the Monster Energy Yamaha MotoGP Team #MonsterYamaha",http://www.yamahamotogp.com,61.5,38.5,0,77.7,,
BurhanMuhtadi,"Burhan Muhtadi (IG: Burhanuddin Muhtadi)",Canberra,"382,174","1,500","19 Apr 2010 09:27:32","31,712","03 Jul 2021 12:00:21","Indonesian Political Indicator | State Islamic University Jakarta | Australian National University | Writer | Researcher | Lecturer | burhanmuhtadi@gmail.com",http://www.indikator.co.id,48.5,29.3,37.9,72.7,,
BeasiswaIndo,"Beasiswa Indonesia",Indonesia,"2,174,237",0,"03 Jul 2010 05:30:59","395,067","02 Jul 2021 05:57:04","Official Account Pusat Informasi Beasiswa Terbaru dari Indonesia & Luar Negeri :: Promo & Sponsorship - https://t.co/juK0K7fqd9",http://beasiswaindo.com/daftar,99.5,0,0.5,62.7,,
Dedy_Pakiding,"Dedy Tribun Timur","Makassar, Indonesia",344,195,"21 Sep 2010 09:04:02",239,"28 Jun 2021 23:22:48",,,0,0,0,17.4,,
gojekindonesia,"Gojek Indonesia","Jakarta, Indonesia","985,502","68,773","14 Dec 2010 07:44:50","500,297","05 Jul 2021 05:50:41","Hai Cerdikiawan. Ini lho udah aku siapin konten2 supaya kamu bisa jalanin hari-hari tanpa repot, karena pake Gojek #PastiAdaJalan. Moga menginspirasi. 😘",https://social.go-jek.com/,52.5,0,98,85.8,,
aosny2011,"ANDRE OMER SIREGAR","Houston, Texas","6,289","2,129","21 Mar 2011 02:58:44","42,381","02 Jul 2021 21:18:15","Indonesian Consul General to Alabama, Arkansas, Georgia, Florida, Louisiana, Missipi, New Mex, Oklahoma, Texas and Tennessee plus Puerto Rico & Virgin Islands",,52.5,20,30,45.8,,
bosowataksiID,"Bosowa Taksi","Makassar dan sekitarnya",645,461,"10 Aug 2011 13:45:58","1,016","23 Jan 2019 04:52:29","Call Centre 454545,2454545,9454545,081929454545,081543454545,08114454545",http://www.bosowa.co.id,0,0,0,1,,
Kemenperin_RI,Kemenperin,"Jakarta Selatan","239,714",210,"04 Feb 2012 11:28:59","36,146","04 Jul 2021 07:01:37","Akun Twitter resmi Kementerian Perindustrian dikelola oleh Biro Humas. Untuk pertanyaan/permintaan informasi/saran, silahkan ke: https://t.co/CjZHl1ZesR",http://www.kemenperin.go.id,86.5,10,0.5,60.4,,
KompasData,"Kompas Data","Palmerah, Jakarta","9,592",95,"21 Aug 2012 07:34:04","15,167","02 Jul 2021 10:00:01","Data @hariankompas sejak 1965-sekarang | Untuk mencari data hubungi Litbang Kompas/Pusat Informasi Kompas: (021) 5347710, kompasdata@kompas.id",http://kompasdata.id,82.5,16,0.5,58,,
Temasek,Temasek,Singapore,"29,135",171,"27 Jun 2013 03:47:51","11,598","02 Jul 2021 10:46:11","Join us as we commit to sustainability, stay resilient in adversity, and work together in partnership. https://t.co/RMrOo1cZzT",http://www.temasek.com.sg,97.5,1,1,47,,
SingaporeAirID,"Singapore Airlines",Indonesia,"37,398",5,"14 Jan 2015 13:50:21","3,149","01 Jul 2021 11:03:16","Selamat datang di Account Twitter Resmi SIA Indonesia! Untuk detail layanan dan feedback, tanyakan di https://t.co/LS1WzBwhPh atau https://t.co/iliOltJwJf",http://singaporeair.com,86.5,0,100,76.4,,
WSJ,"The Wall Street Journal","New York, NY","18,854,204","1,039","01 Apr 2007 06:22:13","343,794","05 Jul 2021 08:00:08","Sign up for our newsletters and email alerts: http://wsj.com/newsletters",http://wsj.com,99.5,0.5,0,89,,
wikileaks,WikiLeaks,Everywhere,"5,499,425","7,491","04 Oct 2008 06:41:05","55,024","05 Jul 2021 12:33:25","Securely submit leaks: https://t.co/676V6mG02v PGP: A04C 5E09 ED02 B328 03EB 6116 93ED 732E Shop: @WikiLeaksShop Defend: https://t.co/vjSZXJDoI2",https://wikileaks.org,43.5,56,0,90.1,,
airasia,airasia,"KLIA2, Sepang, Malaysia","3,269,731",446,"05 Mar 2009 13:46:16","49,930","02 Jul 2021 10:09:21","We're https://t.co/kFX637ZFM0, the Asean super app that lets you travel, experience, shop, eat & enjoy rewards! #airasiaForEveryone",https://www.airasia.com,91.5,3,1,66,,
SonyIndonesia,"Sony Indonesia",,"727,221",10,"06 May 2009 02:53:38","47,525","01 Jul 2021 04:36:48","The official Twitter page for Sony Indonesia. Berita terkini dan promosi dari Sony Indonesia. Sony Customer Information Center: (kode area) 1500-323",http://www.sony.co.id,96,2,4.5,47,,
corbuzier,Corbuzier,,"4,245,728",0,"19 Jun 2009 20:49:43","17,094","29 Jun 2021 04:25:17","I am The Mentalist...",http://youtube.com/c/corbuzier,89,1,3.5,76.6,,
therealDiSastr,"Dian Sastrowardoyo","Jakarta Capital Region, Indonesia","1,120,162","1,990","02 Aug 2009 16:19:33","2,476","08 Apr 2021 15:47:43","Indonesian female actor, free thinker, activist, speaker, and everything in between..",,58.9,32.5,11.7,69.7,,
voaindonesia,"VOA Indonesia","Washington, DC","316,775",394,"17 Sep 2009 18:19:35","137,611","03 Jul 2021 23:00:01","Voice of America adalah jaringan siaran radio, televisi dan internet yang sejak 1942 menyiarkan dari AS beragam program dalam 53 bahasa ke 40 negara.",https://www.youtube.com/watch?v=LqL3g5hrQPE,99.5,0,0,69.8,,
hnurwahid,"Hidayat Nur Wahid","Jakarta Capital Region","1,478,190","1,170","29 Oct 2009 07:06:06","14,554","04 Jul 2021 12:24:13","Wakil Ketua MPR RI 2019-2024 | Anggota FPKS DPR RI Dapil DKI Jakarta II | Wakil Ketua Majelis Syura PKS 2015-2025 | Berkontribusi & bermanfaat bagi sesama",https://www.youtube.com/channel/UCRuvdH1XhCW8u-V_A18X2cg,44.5,55.5,1.5,81.1,,
AlissaWahid,"Alissa Wahid","...bersama yang lemah...","449,671","1,252","25 Jan 2010 19:03:08","98,942","03 Jul 2021 04:53:55","Psikolog Keluarga. Humanitarian. Penjahit GUSDUR-ian :: Look back in forgiveness, look forward in hope, look down in compassion, look up with gratitude. (ZZ)",http://kitabisa.com/bantuekonomiwarga,49.2,18.5,43.1,80.4,,
ananghijau,ananghermansyah,"ÜT: -6.262988,106.790338","1,227,486",338,"14 Mar 2010 00:42:01","25,436","02 Jul 2021 05:17:11","HIJAU MUSIC INDONESIA & ANANG FAMILY KARAOKE , @kueasix @ayamasix @lumierepondokindah @thehermansyaha6",http://www.ashanty.id,98.5,1.5,25.1,43.7,,
tribunmedan,"Tribun Medan","Medan, Indonesia","84,145","1,347","10 May 2010 14:33:13","307,329","05 Jul 2021 15:05:35","Official Twitter Tribun Medan - Update berita terkini, breaking news, gosip selebritas dan info unik - menarik lainnya",http://medan.tribunnews.com,100,0,0,51.1,,
zainalamochtar,"Zainal Arifin Mochtar","Yogyakarta, Indonesia","54,040",387,"10 Aug 2010 02:08:44","5,561","30 Jun 2021 16:42:31","FH UGM",,32,14,63.5,71.6,,
KontraS,KontraS,"Jl.Kramat II No. 7, Jakarta","193,643",462,"15 Oct 2010 17:19:25","29,773","03 Jul 2021 11:16:51","Komisi untuk Orang Hilang dan Korban Tindak Kekerasan | Menolak kekerasan dan merawat kebebasan | kontras_98@kontras.org | https://t.co/JvucgSjpDd",http://kontras.org,59.5,37,5.5,76.8,,
YouTubeCreators,"YouTube Creators","San Bruno, CA","6,369,392","2,074","18 Jan 2011 10:58:51","21,425","03 Jul 2021 00:22:25","For tools, tips, inspiration and news for @YouTube Creators.",http://youtube.com/youtubecreators,22,0,91.5,84.4,,
