"Screen name","Full name",Location,Followers,Friends,Created,Tweets,"Last tweet",Bio,URL,"% tweets w/ URLs","% retweets in timeline","% tweets w @contacts","Social Authority","Follows @FIRDANIZA2","@FIRDANIZA2 follows"
BossTemlen,"Raja Purwa",,"63,898","5,386","17 Mar 2020 03:26:30","10,705","05 Jul 2021 12:52:12",,,35.5,54.8,2.5,84.2,,
acopatunru,"Arianto Patunru",ACT,"12,367",307,"27 Feb 2009 06:33:39","31,014","03 Jul 2021 22:57:06","Australian National University - views are my own",,69.5,21,11.5,43.6,,
KarimRaslan,"Karim Raslan","Southeast Asia","21,357",0,"13 Mar 2010 10:49:04","15,882","13 Apr 2016 06:00:37","story-teller/tukangcerita • Daang Matuwid the straight path.",http://bit.ly/1gsjmHp,8.2,65.5,14.4,19.6,,
imamrasyidi,"Imam Rasyidi",,"2,577",477,"21 May 2009 11:19:09","40,222","25 Jun 2021 00:19:39","bukan galau, cuma ingin agar ente2 gak kelewatan",,65,29.5,8.5,64.3,,
ProfesorZubairi,"Zubairi Djoerban",,"43,984",673,"23 Oct 2020 07:36:13","1,689","04 Jul 2021 13:55:16","Ketua Satgas Penanganan Covid-19 Ikatan Dokter Indonesia (IDI).",https://linktr.ee/profesorzubairi,85.5,0.5,14,78.3,,
febridiansyah,"Febri Diansyah",Indonesia,"101,633","1,133","08 Sep 2018 14:48:13","7,455","03 Jul 2021 14:59:23","Pegiat Antikorupsi | Advokat | VISI INTEGRITAS Law Office",,44,2.5,57.5,86.7,,
jansen_jsp,"Jansen Sitindaon","Kritik Kebijakan Bukan Pribadi","242,961","3,818","25 Apr 2017 18:13:08","8,293","03 Jul 2021 14:30:52","Wasekjend @PDemokrat • FH UNAIR & UI • Kata Ibuku: jika kau masih berpolitik setialah ikut pak SBY• Loyalis @SBYudhoyono• RT & Like belum tentu krn sependapat•",https://www.instagram.com/jansensitindaon,52.5,6,51.5,78.7,,
trendingtopiq,"Ahmad Taufiq","Ленинградский район, Россия","49,568","1,056","25 Oct 2010 12:01:44","159,372","05 Jul 2021 05:41:10","Anak magang di http://Birokreasi.com (iye, tahu, expired kan?). Pengamat Brazil. Sudah punya anak dan istri. 👍",,16.5,26.5,56.5,87.7,,
biz,"Biz Stone","San Francisco, CA","2,671,113","1,595","21 Mar 2006 20:51:43","9,757","01 Jul 2021 19:18:22","I’m a regular Joe but my name is Biz.",https://medium.com/@biz?source=linkShare-b258af3c1e92-1489178124,53.3,15.1,25.6,65.7,,
DPFocus,"Death Penalty Focus","Sacramento, CA","8,133","1,290","23 Oct 2008 21:52:12","5,168","01 Jul 2021 19:01:23","@DPFocus is a national organization that promotes efforts to abolish the death penalty through coalition building, education, and advocacy.",http://www.deathpenalty.org,73,27,5,50.9,,
ForeignPolicy,"Foreign Policy",,"1,166,677",884,"26 Mar 2009 16:57:01","122,954","05 Jul 2021 12:00:00","The magazine for global politics, economics, and ideas 🌎 || Sign up for our newsletters: https://foreignpolicy.com/newsletters/",http://www.foreignpolicy.com,92.5,7.5,0.5,81.4,,
Abaaah,Abah,,"22,101","1,131","03 Jun 2009 04:47:14","92,778","03 Jul 2021 10:04:31","Digital Entrepreneur. Certified Socmed in PR. analytics, SEO, social media, web developer. Bukan akun buzzer. Pengurus Partai. Pengguna kendaraan umum",http://Abah.me,45,28,17.5,67.7,,
iqbal_farabi,"Iqbal Farabi",,"3,160",850,"15 Aug 2009 10:16:48","10,530","05 Jul 2021 11:24:57","i pensieri stretti & il viso sciolto -- tweets are my own and do not represent any institution I am involved in",,22.5,43,29.5,64.4,,
temponewsroom,"Majalah Tempo",Indonesia,"857,843",22,"08 Nov 2009 04:47:30","711,145","04 Jul 2021 01:24:04","Official Twitter account of Tempo magazine https://majalah.tempo.co.",,97,0,10.5,79.9,,
Bemz_Q,Bemz_Q,"Di tetes terakhir airmatamu","32,199","12,083","08 Mar 2010 14:32:00","162,751","02 Jul 2021 19:02:42","Cinta, Kutuk Aku dalam Keabadian...!",http://pemetikluka.wordpress.com,25.1,64.8,1,53.1,,
AliMasykurMusa,"Ali Masykur Musa","Jakarta, Indonesia","77,154","1,017","30 May 2010 05:40:46","12,757","20 Oct 2018 04:28:11","Ketum Kelg Alumni Univ Jember (KAUJE) 08-19; Ketum Ikatan Sarjana Nahdlatul Ulama (ISNU) 12-17; #IndonesiaAMM",,48.5,33.8,0.5,36.4,,
ReflyHZ,"Refly Harun",Jakarta,"349,996",215,"31 Aug 2010 07:50:17","2,064","03 Jul 2021 08:01:44","🎯Constitutional Lawyer ⛳Lecturer 🚩Tidak ikut perkubuan politik 📚 Instagram: https://t.co/KkyKG3n0sC. 📢 Tidak melayani makian.😊",,92,0,5,71.3,,
secgron,"Teguh Aprianto","Jakarta, Indonesia","42,043",240,"04 Dec 2010 17:47:10","1,448","03 Jul 2021 12:49:11","Cyber Security Researcher & Consultant | Founder of https://t.co/unyi5TnQ9g | Periksa kebocoran data kamu di https://t.co/IjCzb9Qn2t | Osint? Use https://t.co/E",https://teguh.co,56.5,5,41.5,71.8,,
Demokrat_TV,"Demokrat TV",Jakarta,"6,083,991","24,231","20 Apr 2011 01:44:42","175,578","03 Jul 2021 14:06:44","Demokrat Siap",http://www.demokrat.or.id,58.5,41,0,75.7,,
_DaveMcRae_,"Dave McRae",,"5,834",418,"04 Nov 2011 05:00:25","4,112","01 Jul 2021 04:24:06","Indonesia specialist @UniMelb Asia Institute : Co-host, Talking Indonesia podcast https://t.co/Ia2NUTffzZ : @insideindo editorial committee",https://findanexpert.unimelb.edu.au/display/person670095,33,63.5,5.5,50.1,,
AwalilRizky,"Awalil Rizky","Jakarta, Indonesia","12,296",206,"26 Jul 2012 17:13:57","2,313","02 Jul 2021 23:59:29","Seorang pembelajar ekonomi yang berupaya memberi informasi dan edukasi (literasi). Berpandangan bahwa tiap warga negara berhak tahu kondisi ekonomi negeri.",http://awalilrizky.blogspot.com,83,6.5,34.5,68.9,,
saiful_mujani,"saiful mujani","Bogor Selatan, Indonesia","97,759",540,"14 Jun 2013 07:44:03","9,770","02 Jul 2021 06:14:30","Professor|political science|UIN Jakarta|SMRC|Ph.D.|OSU|comparative politics|political behavior; democratization;religion and politics.",http://saifulmujani.com,59,18.5,28,70.9,,
ekagumilars,"EG 🇲🇨🇵🇸",Indonesia,"114,746",415,"12 Jun 2014 15:04:32","23,629","03 Jul 2021 14:22:26","Independen,berpihak pada nalar waras.Anti buzzerp. Ketua forum REKAT INDONESIA. ❤ Indonesia lahir batin. Nasehat2 utk diri sendiri.",http://rekatanakbangsa.id,29.5,40,28,62.9,,
TirtoID,tirtoid,Indonesia,"723,186",43,"10 Nov 2015 06:15:05","71,463","03 Jul 2021 11:00:02","Jurnalisme data. Media analisis. Infografik ciamik.",https://tirto.id/,99,0,0,84.2,,
AniqSay,"Aniq Cahya Dewi",,12,40,"16 Dec 2016 16:18:36",5,"20 Dec 2016 08:22:30",,,0,0,0,1,,
catturd2,"Catturd ™",,"527,354","9,216","21 Sep 2018 17:10:30","60,757","02 Jul 2021 02:14:49","The impeach 46 turd who talks shit. My parody book-The Adventures of Cowfart, literally- and my Sci-Fi novel - Rabbitskin - are available at https://t.co/5JZfYt",,42,22,21,99.5,,
DemokratPapua,"DEMOKRAT PAPUA",,"1,843","2,102","16 May 2020 04:21:31","2,760","22 Jun 2021 06:47:46","Akun resmi DPD PARTAI DEMOKRAT PAPUA",,0,0,0,45.8,,
ivanlanin,"Ivan Lanin","ivanlanin di gmail titik com","786,540","2,934","06 Jul 2007 20:28:47","78,192","04 Jul 2021 15:16:58","Wikipediawan pencinta bahasa Indonesia, pendiri @narabahasa, dan perangkai kata @kapitulis",https://linktr.ee/ivanlanin,41.5,0,93,87,,
noriyu_md,"Nova Riyanti Yusuf",Indonesia,"28,970","1,057","27 Dec 2008 10:33:50","18,397","30 Jun 2021 22:17:57","SecGen of Asian Federation of Psychiatric Associations | Head of Jakarta Psychiatric Association | Former Legislator | Harvard Fellow | Author |Psychiatrist",http://www.afpa.asia/en/riji.html,77.9,18.6,5.5,32.3,,
koswara,koswara,Indonesia,721,367,"21 Apr 2009 22:05:06","21,755","02 Jul 2021 08:08:48",,,0,0,0,34.7,,
zarazettirazr,"Zara 🐪","Brisbane, Queensland","317,396","12,732","25 Jun 2009 15:53:45","569,865","05 Jul 2021 11:44:37","❌ NO DM . Udah cape SERIUS soal Politiq. Eksportir Onta 🐪 dan tukang RT produk UMKM . Animal lovers & rescuers RSPCA.",,35.5,15,57,88.3,,
mtppas,Mutiara,Indonesia,750,633,"15 Sep 2009 05:14:04","22,858","01 Jan 1970 00:00:00","#pakemasker #loveurself #3M #stayhealthy #cemungudh",,0,0,0,53.9,,
Adedarta,"Ade Darta",Jakarta,334,352,"27 Dec 2009 11:39:41","5,718","01 Jan 1970 00:00:00","Hoping that there is something longer than forever.....",,0,0,0,43.5,,
kbenaranHakiki,"Mind Over Matter",,"1,595",838,"15 Apr 2010 13:05:51","60,723","05 Jul 2021 06:14:34","Altruist wannabe. Retweet belum tentu setuju dan mendukung. Tapi biasanya sih iya 😅.",,0,0,0,60.3,,
Imparsial,"Imparsial (Indonesian Human Rights Monitor)","Jakarta, Indonesia","4,279",238,"06 Jul 2010 10:15:46","1,004","01 Jul 2021 02:49:53","Lembaga Penelitian. Menyelidiki dan mengawasi pelanggaran HAM. Mengawal Reformasi Sektor Keamanan (Militer dan Kepolisian) yang tak kunjung selesai.",http://www.imparsial.org,56.3,42.7,1,42.1,,
hantayuda,"Hanta Yuda AR | IG: @hantayuda_ar","DKI Jakarta, Indonesia","83,334",481,"29 Sep 2010 09:48:22","7,556","20 Feb 2021 13:55:15","Founder & Executive Director @poltracking Indonesia | hantayuda@gmail.com",http://www.poltracking.com,25.5,73,2,54.6,,
hildathawilla,Singkawang,Indonesia,"7,407","1,970","05 Feb 2011 15:48:35","46,813","08 Jun 2021 20:34:59","|| Stay In Jakarta || Hometown: Singkawang || Doyan Travelling Menikmati Keindahan Alam Budaya Indonesia 🇮🇩 || Selalu Bersemangat ||",,17,33,52,57.9,,
Haidar_Bagir,"Kabar Cinta",Jakarta,"198,679",372,"23 Jun 2011 09:17:56","51,077","03 Jul 2021 01:31:54","Akun ini adlh sarana berkabar ttg cinta, demi hidup pnh kebaikan & kebahagiaan bersama. Karena bbrp alasan, mohon maklum jika jarang komen/rituit. Twitwar, no!☺",https://lekarhaidar.com/,71.5,18,16,77,,
